timestamp,cpu,mem,n_gpu,gpu,gpu_mem,gpu_power,gpu_clk,gpu_mem_clk,gpu,gpu_mem,gpu_power,gpu_clk,gpu_mem_clk
1620185210.954595,0.1,8.0,2,0,0,15013,139,810,0,0,34218,1506,3802
1620185211.124880,0.1,8.0,2,0,0,14720,139,810,0,0,34204,1506,3802
1620185211.295152,0.1,8.0,2,0,0,14916,139,810,0,0,34107,1506,3802
1620185211.465435,0.1,8.0,2,0,0,14819,139,810,0,0,34121,1506,3802
1620185211.635696,0.6,8.0,2,0,0,15253,139,810,0,0,34204,1506,3802
1620185211.805919,4.1,8.0,2,0,0,14811,139,810,0,0,34107,1506,3802
1620185211.976191,0.6,8.0,2,0,0,14819,139,810,0,0,34218,1506,3802
1620185212.146465,0.1,8.0,2,0,0,15156,139,810,0,0,34121,1506,3802
1620185212.316704,0.1,8.0,2,0,0,15013,139,810,0,0,34204,1506,3802
1620185212.486979,0.1,8.0,2,0,0,14626,139,810,0,0,34218,1506,3802
1620185212.657253,0.1,8.0,2,0,0,16848,139,810,0,0,34204,1506,3802
1620185212.827528,0.1,8.0,2,0,0,14819,139,810,0,0,34107,1506,3802
1620185212.997802,0.1,8.0,2,0,0,14529,139,810,0,0,34314,1506,3802
1620185213.168078,1.1,8.0,2,0,0,14914,139,810,0,0,34204,1506,3802
1620185213.338353,0.6,8.0,2,0,0,14916,139,810,0,0,34204,1506,3802
1620185213.508641,0.1,8.0,2,0,0,14529,139,810,0,0,34218,1506,3802
1620185213.678912,0.1,8.0,2,0,0,20169,139,810,0,0,34187,1506,3802
1620185213.849199,0.1,8.0,2,0,0,14819,139,810,0,0,34204,1506,3802
1620185214.019481,0.1,8.0,2,0,0,14529,139,810,0,0,34218,1506,3802
1620185214.189756,2.6,8.0,2,0,0,18080,139,810,0,0,34187,1506,3802
1620185214.360028,0.6,8.0,2,0,0,13411,139,810,0,0,34223,1506,3802
1620185214.530299,0.1,8.0,2,0,0,13121,139,810,0,0,34218,1506,3802
1620185214.700595,0.1,8.0,2,0,0,13314,139,810,0,0,34223,1506,3802
1620185214.870873,0.1,8.0,2,0,0,13314,139,810,0,0,34218,1506,3802
1620185215.041147,0.1,8.0,2,0,0,13121,139,810,0,0,34218,1506,3802
1620185215.211425,0.6,8.0,2,0,0,15002,696,810,0,0,34204,1506,3802
1620185215.381701,0.6,8.0,2,0,0,13314,696,810,0,0,34218,1506,3802
1620185215.551984,0.1,8.0,2,0,0,13314,696,810,0,0,34218,1506,3802
1620185215.722258,0.1,8.0,2,0,0,13314,696,810,0,0,34130,1506,3802
1620185215.892525,0.6,8.0,2,0,0,13314,696,810,0,0,34223,1506,3802
1620185216.062800,0.1,8.0,2,0,0,13218,696,810,0,0,34130,1506,3802
1620185216.233075,0.6,8.0,2,0,0,17887,139,810,0,0,34107,1506,3802
1620185216.403352,0.1,8.0,2,0,0,13314,139,810,0,0,34130,1506,3802
1620185216.573623,0.1,8.0,2,0,0,13218,139,810,0,0,34223,1506,3802
1620185216.743904,0.1,8.0,2,0,0,13314,139,810,0,0,34130,1506,3802
1620185216.914184,0.1,8.0,2,0,0,13314,139,810,0,0,34223,1506,3802
1620185217.084457,0.1,8.0,2,0,0,13218,139,810,0,0,34121,1506,3802
1620185217.254743,0.6,8.0,2,0,0,17837,139,810,0,0,34187,1506,3802
1620185217.425017,0.1,8.0,2,0,0,13314,139,810,0,0,34121,1506,3802
1620185217.595295,0.1,8.0,2,0,0,13218,139,810,0,0,34204,1506,3802
1620185217.765573,0.1,8.0,2,0,0,13411,139,810,0,0,34121,1506,3802
1620185217.935844,0.1,8.0,2,0,0,13217,139,810,0,0,34218,1506,3802
1620185218.106116,0.1,8.0,2,0,0,13218,139,810,0,0,34365,1506,3802
1620185218.276388,0.6,8.0,2,0,0,17837,139,810,0,0,34187,1506,3802
1620185218.446662,0.1,8.0,2,0,0,13121,139,810,0,0,34121,1506,3802
1620185218.616937,0.1,8.0,2,0,0,13218,139,810,0,0,34223,1506,3802
1620185218.787210,0.1,8.0,2,0,0,13314,139,810,0,0,34218,1506,3802
1620185218.957482,1.6,8.0,2,0,0,9137,139,405,0,0,34223,1506,3802
1620185219.127757,0.6,8.0,2,0,0,9042,139,405,0,0,30262,911,3802
1620185219.298033,0.1,8.0,2,0,0,9042,139,405,0,0,30359,911,3802
1620185219.468309,0.1,8.0,2,0,0,9042,139,405,0,0,30166,911,3802
1620185219.638584,0.1,8.0,2,0,0,9042,139,405,0,0,30359,911,3802
1620185219.808861,0.1,8.0,2,0,0,9042,139,405,0,0,30262,911,3802
1620185219.979145,0.1,8.0,2,0,0,8946,139,405,0,0,30359,911,3802
1620185220.149420,0.1,8.0,2,0,0,9577,139,405,0,0,30262,911,3802
1620185220.319694,0.1,8.0,2,0,0,9042,139,405,0,0,30262,911,3802
1620185220.489973,0.1,8.0,2,0,0,9042,139,405,0,0,30166,911,3802
1620185220.660251,0.1,8.0,2,0,0,9042,139,405,0,0,30359,911,3802
1620185220.830532,0.1,8.0,2,0,0,9042,139,405,0,0,30262,911,3802
1620185221.000805,0.1,8.0,2,0,0,8946,139,405,0,0,30262,911,3802
1620185221.171083,0.1,8.0,2,0,0,9331,139,405,0,0,30247,911,3802
1620185221.341363,0.1,8.0,2,0,0,8945,139,405,0,0,30247,911,3802
1620185221.511632,0.1,8.0,2,0,0,8946,139,405,0,0,30262,911,3802
1620185221.681909,0.6,8.0,2,0,0,9152,139,405,0,0,17139,708,810
1620185221.852185,0.1,8.0,2,0,0,9460,139,405,0,0,7853,708,810
1620185222.022458,0.1,8.0,2,0,0,8978,139,405,0,0,7706,708,810
1620185222.192750,0.1,8.0,2,0,0,9270,139,405,0,0,7415,708,810
1620185222.363025,0.1,8.0,2,0,0,9514,139,405,0,0,7709,708,810
1620185222.533297,0.1,8.0,2,0,0,8978,139,405,0,0,7418,708,810
1620185222.703575,0.1,8.0,2,0,0,9074,139,405,0,0,8244,708,810
1620185222.873858,0.1,8.0,2,0,0,9172,139,405,0,0,7807,708,810
1620185223.044133,0.1,8.0,2,0,0,8880,139,405,0,0,7515,708,810
1620185223.214408,0.1,8.0,2,0,0,9074,139,405,0,0,7706,708,810
1620185223.384702,0.1,8.0,2,0,0,9172,139,405,0,0,7804,708,810
1620185223.554979,0.1,8.0,2,0,0,8880,139,405,0,0,7609,708,810
1620185223.725259,0.6,8.0,2,0,0,9074,139,405,0,0,7706,708,810
1620185223.895526,1.1,8.0,2,0,0,11697,139,405,0,0,7510,708,810
1620185224.065800,0.6,8.0,2,0,0,8880,139,405,0,0,7418,708,810
1620185224.236082,0.1,8.0,2,0,0,9074,139,405,0,0,7609,708,810
1620185224.406357,0.6,8.0,2,0,0,9074,139,405,0,0,6737,164,405
1620185224.576634,0.1,8.0,2,0,0,8978,139,405,0,0,6980,164,405
1620185224.746910,0.1,8.0,2,0,0,9172,139,405,0,0,6834,164,405
1620185224.917166,0.1,8.0,2,0,0,9708,139,405,0,0,6542,164,405
1620185225.087439,0.1,8.0,2,0,0,8978,139,405,0,0,6639,164,405
1620185225.257717,0.1,8.0,2,0,0,9074,139,405,0,0,6834,164,405
1620185225.427994,0.1,8.0,2,0,0,9074,139,405,0,0,6639,164,405
1620185225.598272,0.1,8.0,2,0,0,8978,139,405,0,0,6738,164,405
1620185225.768550,0.1,8.0,2,0,0,9514,139,405,0,0,7077,164,405
1620185225.938819,0.6,8.0,2,0,0,9172,139,405,0,0,6639,164,405
1620185226.109105,0.1,8.0,2,0,0,8978,139,405,0,0,6738,164,405
1620185226.279372,0.1,8.0,2,0,0,9074,139,405,0,0,6639,164,405
1620185226.449645,0.1,8.0,2,0,0,9074,139,405,0,0,6737,164,405
1620185226.619919,0.1,8.0,2,0,0,9074,139,405,0,0,6834,164,405
1620185226.790193,0.1,8.0,2,0,0,9270,139,405,0,0,6834,164,405
1620185226.960451,0.6,8.0,2,0,0,8978,139,405,0,0,6931,164,405
1620185227.130734,1.1,8.0,2,0,0,9074,139,405,0,0,6642,139,405
1620185227.301008,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185227.471287,0.1,8.0,2,0,0,8880,139,405,0,0,6542,139,405
1620185227.641562,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185227.811836,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185227.982107,0.1,8.0,2,0,0,9076,139,405,0,0,6737,139,405
1620185228.152381,0.1,8.0,2,0,0,9270,139,405,0,0,6834,139,405
1620185228.322666,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185228.492938,0.1,8.0,2,0,0,8978,139,405,0,0,6738,139,405
1620185228.663213,0.1,8.0,2,0,0,8832,139,405,0,0,6737,139,405
1620185228.833488,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185229.003760,0.1,8.0,2,0,0,8880,139,405,0,0,6639,139,405
1620185229.174034,0.1,8.0,2,0,0,9366,139,405,0,0,6737,139,405
1620185229.344319,0.1,8.0,2,0,0,8978,139,405,0,0,6737,139,405
1620185229.514593,0.1,8.0,2,0,0,8880,139,405,0,0,6738,139,405
1620185229.684868,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185229.855143,0.1,8.0,2,0,0,9074,139,405,0,0,6639,139,405
1620185230.025417,0.1,8.0,2,0,0,8880,139,405,0,0,9021,139,405
1620185230.195691,0.1,8.0,2,0,0,9172,139,405,0,0,6737,139,405
1620185230.365963,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185230.536243,0.1,8.0,2,0,0,8880,139,405,0,0,6738,139,405
1620185230.706517,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185230.876802,0.1,8.0,2,0,0,9270,139,405,0,0,6639,139,405
1620185231.047079,0.1,8.0,2,0,0,9074,139,405,0,0,7951,139,405
1620185231.217350,0.1,8.0,2,0,0,9270,139,405,0,0,6834,139,405
1620185231.387626,0.1,8.0,2,0,0,9172,139,405,0,0,6931,139,405
1620185231.557900,0.1,8.0,2,0,0,9074,139,405,0,0,6590,139,405
1620185231.728177,0.1,8.0,2,0,0,9172,139,405,0,0,6834,139,405
1620185231.898446,0.1,8.0,2,0,0,12620,139,405,0,0,6588,139,405
1620185232.068738,0.6,8.0,2,0,0,8978,139,405,0,0,6931,139,405
1620185232.239008,0.6,8.0,2,0,0,9172,139,405,0,0,6737,139,405
1620185232.409294,0.1,8.0,2,0,0,9074,139,405,0,0,6639,139,405
1620185232.579570,0.1,8.0,2,0,0,9172,139,405,0,0,6834,139,405
1620185232.749841,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185232.920110,0.1,8.0,2,0,0,10438,139,405,0,0,6834,139,405
1620185233.090383,0.1,8.0,2,0,0,8978,139,405,0,0,6980,139,405
1620185233.260673,0.6,8.0,2,0,0,9172,139,405,0,0,6737,139,405
1620185233.430955,0.1,8.0,2,0,0,9074,139,405,0,0,6642,139,405
1620185233.601231,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185233.771503,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185233.941773,0.1,8.0,2,0,0,9270,139,405,0,0,6737,139,405
1620185234.112058,0.6,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185234.282331,0.1,8.0,2,0,0,9074,139,405,0,0,6738,139,405
1620185234.452621,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185234.622894,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185234.793169,0.1,8.0,2,0,0,9270,139,405,0,0,6834,139,405
1620185234.963427,0.1,8.0,2,0,0,9172,139,405,0,0,6834,139,405
1620185235.133703,0.6,8.0,2,0,0,9074,139,405,0,0,6639,139,405
1620185235.303978,0.1,8.0,2,0,0,9172,139,405,0,0,6837,139,405
1620185235.474255,0.1,8.0,2,0,0,8978,139,405,0,0,6639,139,405
1620185235.644537,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185235.814811,0.1,8.0,2,0,0,9074,139,405,0,0,6738,139,405
1620185235.985070,0.1,8.0,2,0,0,9172,139,405,0,0,6834,139,405
1620185236.155347,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185236.325622,0.1,8.0,2,0,0,9172,139,405,0,0,6834,139,405
1620185236.495895,0.1,8.0,2,0,0,8880,139,405,0,0,6737,139,405
1620185236.666169,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185236.836444,0.1,8.0,2,0,0,9074,139,405,0,0,6837,139,405
1620185237.006718,0.1,8.0,2,0,0,8978,139,405,0,0,6931,139,405
1620185237.176991,0.6,8.0,2,0,0,9610,139,405,0,0,6737,139,405
1620185237.347266,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185237.517527,0.1,8.0,2,0,0,8978,139,405,0,0,6737,139,405
1620185237.687802,0.1,8.0,2,0,0,9074,139,405,0,0,6642,139,405
1620185237.858079,0.1,8.0,2,0,0,9074,139,405,0,0,6738,139,405
1620185238.028356,0.1,8.0,2,0,0,8978,139,405,0,0,6639,139,405
1620185238.198623,0.1,8.0,2,0,0,9270,139,405,0,0,6834,139,405
1620185238.368897,0.1,8.0,2,0,0,9172,139,405,0,0,6737,139,405
1620185238.539174,0.1,8.0,2,0,0,8978,139,405,0,0,6834,139,405
1620185238.709445,0.1,8.0,2,0,0,9074,139,405,0,0,6642,139,405
1620185238.879727,0.1,8.0,2,0,0,9172,139,405,0,0,6834,139,405
1620185239.050008,0.1,8.0,2,0,0,8978,139,405,0,0,9115,139,405
1620185239.220283,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185239.390560,0.1,8.0,2,0,0,9172,139,405,0,0,6639,139,405
1620185239.560831,0.1,8.0,2,0,0,8978,139,405,0,0,6737,139,405
1620185239.731101,0.1,8.0,2,0,0,9074,139,405,0,0,6642,139,405
1620185239.901369,0.1,8.0,2,0,0,8978,139,405,0,0,6837,139,405
1620185240.071640,0.1,8.0,2,0,0,9074,139,405,0,0,7368,139,405
1620185240.241909,0.1,8.0,2,0,0,9172,139,405,0,0,6931,139,405
1620185240.412184,0.1,8.0,2,0,0,8978,139,405,0,0,6834,139,405
1620185240.582453,0.1,8.0,2,0,0,9514,139,405,0,0,6834,139,405
1620185240.752741,0.6,8.0,2,0,0,9172,139,405,0,0,6738,139,405
1620185240.923012,0.6,8.0,2,0,0,11261,139,405,0,0,6931,139,405
1620185241.093283,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185241.263558,0.1,8.0,2,0,0,9074,139,405,0,0,6687,139,405
1620185241.433833,0.1,8.0,2,0,0,8978,139,405,0,0,6834,139,405
1620185241.604104,0.1,8.0,2,0,0,9074,139,405,0,0,6931,139,405
1620185241.774385,0.1,8.0,2,0,0,9172,139,405,0,0,6592,139,405
1620185241.944675,0.6,8.0,2,0,0,9708,139,405,0,0,6784,139,405
1620185242.114957,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185242.285210,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185242.455484,0.1,8.0,2,0,0,8880,139,405,0,0,6737,139,405
1620185242.625755,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185242.796030,0.1,8.0,2,0,0,9172,139,405,0,0,6931,139,405
1620185242.966303,0.1,8.0,2,0,0,9076,139,405,0,0,6737,139,405
1620185243.136561,0.6,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185243.306833,0.1,8.0,2,0,0,9074,139,405,0,0,6639,139,405
1620185243.477105,0.1,8.0,2,0,0,8978,139,405,0,0,6639,139,405
1620185243.647378,0.1,8.0,2,0,0,9074,139,405,0,0,6642,139,405
1620185243.817653,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185243.987911,0.1,8.0,2,0,0,9270,139,405,0,0,6639,139,405
1620185244.158187,0.6,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185244.328460,0.1,8.0,2,0,0,9078,139,405,0,0,6738,139,405
1620185244.498746,0.1,8.0,2,0,0,8978,139,405,0,0,6834,139,405
1620185244.669021,0.1,8.0,2,0,0,9074,139,405,0,0,6542,139,405
1620185244.839297,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185245.009567,0.6,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185245.179842,0.1,8.0,2,0,0,9270,139,405,0,0,6687,139,405
1620185245.350117,0.1,8.0,2,0,0,9074,139,405,0,0,6590,139,405
1620185245.520400,0.1,8.0,2,0,0,8978,139,405,0,0,6590,139,405
1620185245.690677,0.1,8.0,2,0,0,9074,139,405,0,0,6592,139,405
1620185245.860953,0.1,8.0,2,0,0,8880,139,405,0,0,6931,139,405
1620185246.031226,0.1,8.0,2,0,0,9074,139,405,0,0,6590,139,405
1620185246.201503,0.1,8.0,2,0,0,9172,139,405,0,0,7028,139,405
1620185246.371776,0.1,8.0,2,0,0,8978,139,405,0,0,6737,139,405
1620185246.542047,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185246.712325,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185246.882601,0.1,8.0,2,0,0,8978,139,405,0,0,6834,139,405
1620185247.052875,0.1,8.0,2,0,0,9074,139,405,0,0,6639,139,405
1620185247.223145,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185247.393420,0.1,8.0,2,0,0,9172,139,405,0,0,6639,139,405
1620185247.563687,0.1,8.0,2,0,0,8832,139,405,0,0,6642,139,405
1620185247.733959,0.1,8.0,2,0,0,9074,139,405,0,0,6639,139,405
1620185247.904228,0.1,8.0,2,0,0,8978,139,405,0,0,6737,139,405
1620185248.074503,0.6,8.0,2,0,0,9074,139,405,0,0,8389,139,405
1620185248.244774,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185248.415056,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185248.585326,0.1,8.0,2,0,0,9074,139,405,0,0,6542,139,405
1620185248.755596,0.1,8.0,2,0,0,9074,139,405,0,0,6639,139,405
1620185248.925864,0.1,8.0,2,0,0,12329,139,405,0,0,6637,139,405
1620185249.096124,0.1,8.0,2,0,0,9074,139,405,0,0,7028,139,405
1620185249.266403,0.1,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185249.436692,0.6,8.0,2,0,0,9172,139,405,0,0,6834,139,405
1620185249.606969,0.1,8.0,2,0,0,9270,139,405,0,0,6639,139,405
1620185249.777240,0.1,8.0,2,0,0,9416,139,405,0,0,6834,139,405
1620185249.947510,0.1,8.0,2,0,0,10000,139,405,0,0,6837,139,405
1620185250.117785,0.6,8.0,2,0,0,9074,139,405,0,0,6837,139,405
1620185250.288057,0.1,8.0,2,0,0,9074,139,405,0,0,6639,139,405
1620185250.458329,0.1,8.0,2,0,0,9514,139,405,0,0,6737,139,405
1620185250.628624,0.1,8.0,2,0,0,9172,139,405,0,0,6639,139,405
1620185250.798898,0.1,8.0,2,0,0,9514,139,405,0,0,6737,139,405
1620185250.969172,0.1,8.0,2,0,0,9172,139,405,0,0,6639,139,405
1620185251.139445,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185251.309717,0.1,8.0,2,0,0,9074,139,405,0,0,6639,139,405
1620185251.479990,0.1,8.0,2,0,0,9172,139,405,0,0,6737,139,405
1620185251.650267,0.6,8.0,2,0,0,9074,139,405,0,0,6737,139,405
1620185251.820540,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185251.990813,0.1,8.0,2,0,0,9172,139,405,0,0,6737,139,405
1620185252.161088,0.1,8.0,2,0,0,9074,139,405,0,0,6834,139,405
1620185252.331363,0.1,8.0,2,0,0,8978,139,405,0,0,6642,139,405
1620185252.501634,0.1,8.0,2,0,0,9074,139,405,0,0,6738,139,405
1620185252.671910,0.1,8.0,2,0,0,9074,139,405,0,0,6639,139,405
1620185252.842183,0.1,8.0,2,0,0,8978,139,405,0,0,6737,139,405
1620185253.012452,0.1,8.0,2,0,0,9172,139,405,0,0,6837,139,405
